Producto,Precio_Soles,Marca,Categoria,Conectividad_WIFI
Digitus Adaptador USB 3.0 Type-C a HDMI/USB 3.0/USB C Blanco,161.55,Digitus,Conectividad,No
Digitus Tarjeta PCI Express 4 Puertos SATA y 2 Puertos eSATA,230.81,Digitus,Conectividad,No
Edimax EU-4308 Adaptador USB-C a 3x USB 3.0 1x RJ-45 Gigabit,87.84,Edimax,Conectividad,No
Edimax EU-4306 Adaptador USB 3.0 a Ethernet Gigabit,73.83,Edimax,Conectividad,No
Edimax EW-7612UAN Adaptador USB Inalámbrico N 300Mbps,89.46,Edimax,Conectividad,No
Edimax EU-4208 Adaptador USB 2.0 Fast Ethernet,48.15,Edimax,Conectividad,No
Edimax EU-4307 Adaptador USB-C a 2.5 Gigabit Ethernet,107.41,Edimax,Conectividad,No
Elgato Chat Link Cable Adaptador para Chat,40.3,Elgato,Conectividad,No
Elgato Thunderbolt 3 Mini Dock con Cable Thunderbolt Integrado,899.95,Elgato,Conectividad,No
Elgato Thunderbolt 3 Dock Station,1028.7,Elgato,Conectividad,No
Equip Switch 2x HDMI 4k Conmutador/Divisor Bidireccional,68.65,Equip,Conectividad,No
Equip Adaptador USB-C a 2x HDMI Hembra 4K 30Hz Gris,230.85,Equip,Conectividad,No
Equip Adaptador USB-C a Mini DisplayPort / USB 3.0 / USB-C Blanco,141.79,Equip,Conectividad,No
Equip Cable USB Tipo C Macho a Gigabit Ethernet Hembra 15cm,71.89,Equip,Conectividad,No
Equip 2 x Adaptador USB a USB-C,35.84,Equip,Conectividad,No
Cable Adaptador USB Equip USB Tipo C Macho A HDMI Hembra,101.25,Equip,Conectividad,No
Equip Adaptador DVI-D Hembra a HDMI Macho,29.89,Equip,Conectividad,No
Adaptador Mini HDMI Macho a HDMI Hembra,29.44,Equip,Conectividad,No
Equip Adaptador DVI-D Macho a HDMI Hembra,29.89,Equip,Conectividad,No
Ewent Cargador USB de 36 W con 1 Puerto USB-C y 3 Puertos USB-A con Smart IC,113.4,Ewent,Conectividad,No
Ewent EW1075 Lector de Tarjetas USB 3.0/Tipo-C,40.46,Ewent,Conectividad,No
Ewent HDMI Splitter 1x2 4K,71.89,Ewent,Conectividad,No
Ewent Hub 3 Puertos USB 3.1 Gen1 con Puerto de Red Gigabit,64.72,Ewent,Conectividad,No
Ewent Hub USB Flexible de 4 Puertos,32.36,Ewent,Conectividad,No
Ewent EW9864 Convertidor HDMI a VGA con Audio,72.21,Ewent,Conectividad,No
Ewent Convertidor VGA a HDMI con Audio,69.86,Ewent,Conectividad,No
Ewent EW1130 Hub de Red USB 2.0 de 7 Puertos + Switch on/Off,66.46,Ewent,Conectividad,No
Ewent Hub 4 puertos USB 3.1 Gen1,62.17,Ewent,Conectividad,No
Fantec Adaptador USB 3.0 a SATA3,98.82,Fantec,Conectividad,No
FiiO D3K Conversor de Audio,121.5,Fiio,Conectividad,No
LogiLink Adaptador USB a Puerto Paralelo Centronics,38.88,Generica,Conectividad,No
Goobay Adaptador Audio Estéreo Jack 3.5mm a 6.35mm Macho/Hembra Negro,21.42,Goobay,Conectividad,No
Goobay Adaptador XLR a Jack 6.35mm Macho/Hembra Gris,27.86,Goobay,Conectividad,No
Goobay Adaptador Audio Estéreo Angular RCA Hembra/Macho Negro,22.52,Goobay,Conectividad,No
Goobay Adaptador Audio Mono Jack 6.35mm a Mono Jack 3.5 mm Macho/Hembra Negro,21.79,Goobay,Conectividad,No
Goobay Adaptador XLR Mono a Jack 6.35mm Hembra/Macho Gris,26.49,Goobay,Conectividad,No
Goobay Adaptador USB 20 Pines a 2xUSB 3.0 Negro,135.03,Goobay,Conectividad,No
Goobay Adaptador Audio Jack 6.35mm a 2x Jack 3.5mm Macho/Hembra Negro,37.14,Goobay,Conectividad,No
Goobay Adaptador Audio 2xRCA a Jack 3.5mm Macho/Hembra Negro,40.38,Goobay,Conectividad,No
Goobay Adaptador de Audio 2xRCA a Jack 3.5mm Hembra/Hembra Negro,21.79,Goobay,Conectividad,No
Goobay Adaptador XLR Estéreo a Jack 6.35mm Macho/Macho Gris,27.22,Goobay,Conectividad,No
Goobay Adaptador USB 8 Pines a 2xUSB 2.0,25.39,Goobay,Conectividad,No
Goobay Adaptador Audio Estéreo 2x Jack 6.35mm a Jack 2.5mm Macho/Hembra Negro,21.55,Goobay,Conectividad,No
Goobay Adaptador de Audio 2xRCA a RCA Hembra/Hembra Negro,21.55,Goobay,Conectividad,No
Google Pack Chromecast 3,319.91,Google,Conectividad,No
Google Chromecast 3,157.91,Google,Conectividad,No
Google Chromecast con Google TV Nieve,283.46,Google,Conectividad,No
Hama Hub 4x USB 2.0,29.36,Hama,Conectividad,No
Hama Adaptador USB Tipo-C – MicroUSB,35.44,Hama,Conectividad,No
HP Mini Docking Station USB-C,348.46,Hp,Conectividad,No
HP Envy Hub USB-C Negro,364.46,Hp,Conectividad,No
HyperDrive Hub Multipuerto USB-C Gris Espacial,241.66,Hyper,Conectividad,No
HyperDrive Dockstation 4-in-1 USB C para iPad Pro Gris Espacial,170.1,Hyper,Conectividad,No
HyperDrive Hub Multipuerto USB-C para Surface Go,259.89,Hyper,Conectividad,No
HyperDrive HD259A Gray Hub USB-C a USB 3.0/HDMI 4K,204.89,Hyper,Conectividad,No
HyperDrive Hub Multipuerto USB-C Plateado,352.96,Hyper,Conectividad,No
HyperDrive Dockstation 4-in-1 USB C para iPad Pro Gris,208.57,Hyper,Conectividad,No
HyperDrive HD259A Silver Hub USB-C a USB 3.0/HDMI 4K,124.25,Hyper,Conectividad,No
HyperDrive Ultimate Hub Space Gray USB-C Multipuerto,792.02,Hyper,Conectividad,No
HyperDrive Dockstation Slim USB -C Gris Espacial,481.95,Hyper,Conectividad,No
HyperDrive Pro Silver Hub USB-C Multipuerto,317.6,Hyper,Conectividad,No
HyperDrive Dockstation Slim USB -C Gris,383.66,Hyper,Conectividad,No
HyperDrive Solo Silver Hub USB-C Multipuerto,269.08,Hyper,Conectividad,No
HyperDrive Dockstation USB-C para Surface Pro Negro,472.84,Hyper,Conectividad,No
HyperDrive Duo Dockstatios USB-C Multipuerto Gris,295.65,Hyper,Conectividad,No
HyperDrive NET Silver Hub USB-C Multipuerto,273.82,Hyper,Conectividad,No
HyperDrive Ultimate Hub Silver USB-C Multipuerto,470.81,Hyper,Conectividad,No
Hyper HyperDrive Duo Dockstation USB-C para MacBook Pro Gris Espacial,295.65,Hyper,Conectividad,No
i-Tec Adaptador USB-C a HDMI 4K,104.37,I-Tec,Conectividad,No
i-Tec HUB USB-C 4x Puertos USB 3.0,82.01,I-Tec,Conectividad,No
i-Tec Adaptador USB 3.0 a Gigabit Ethernet,87.36,I-Tec,Conectividad,No
i-Tec Hub 3xUSB 3.0 + Gigabit Ethernet,104.17,I-Tec,Conectividad,No
i-Tec Cargador Universal USB 3.0 + USB Tipo C 3A 60W,117.77,I-Tec,Conectividad,No
i-Tec USB 3.0 Hub de Carga 7xUSB 3.0 + Adaptador 36W,137.62,I-Tec,Conectividad,No
i-Tec Metal Adaptador USB-C a Gigabit Ethernet,97.81,I-Tec,Conectividad,No
i-Tec Adaptador USB-C a 2xHDMI 4K,188.04,I-Tec,Conectividad,No
i-Tec Metal Hub USB-C 3xUSB 3.0 + Gigabit Ethernet,111.38,I-Tec,Conectividad,No
i-Tec Cargador Universal USB 3.0 Tipo-C 2.3A 112W,169.53,I-Tec,Conectividad,No
i-Tec Hub 4xUSB 3.0,71.0,I-Tec,Conectividad,No
i-Tec Hub de Carga 10xUSB 3.0 + Adaptador 48W,182.33,I-Tec,Conectividad,No
Kensington SD4700P DockStation USB-C/USB3.0,917.2,Kensington,Conectividad,No
Kensington SD2000P Base para Portátil y Replicador de Puertos Alámbrico USB 3.1 Type-C,699.23,Kensington,Conectividad,No
Kensington Hub x4 Puertos USB-C,174.72,Kensington,Conectividad,No
Startech Hub 3 Puertos USB 3.0 + 1 Red Gigabit,208.86,Kensington,Conectividad,No
Kensington K33968WW Docking Station USB 3.0 Type-C,405.2,Kensington,Conectividad,No
L-Link LL-UH-307 Hub 7 Puertos USB 3.0 con Alimentación,117.41,L-Link,Conectividad,No
L-Link Tarjeta PCI Express Paralelo,86.91,L-Link,Conectividad,No
L-Link Tarjeta PCI Express USB 3.0,61.76,L-Link,Conectividad,No
L-Link Tarjeta PCI Express 2 puertos serie RS232,60.71,L-Link,Conectividad,No
Lenovo ThinkPad USB 3.0 Pro Dock Reacondicionado,492.07,Lenovo,Conectividad,No
Lenovo ThinkPad USB-C Dock Gen2 Doking Station,915.26,Lenovo,Conectividad,No
LevelOne USB-0503 Hub USB 3.0 a Gigabit/RJ-45/USB 3.0,104.0,Level One,Conectividad,No
Level One Adaptador de Red Gigabit USB-C,73.99,Level One,Conectividad,No
Level One Adaptador de Red Gigabit USB-C + HUB USB 3.2,103.03,Level One,Conectividad,No
Logitech Adaptador de Audio Bluetooth,151.35,Logitech,Conectividad,No
Maillon Adaptador USB 3.0 a USB Tipo-C 3.0,45.2,Maillon,Conectividad,No
Metronic Adaptador MicroUSB a USB-C,24.1,Metronic,Conectividad,No
Metronic Adaptador USB-C a HDMI 4K Negro,64.56,Metronic,Conectividad,No
Metronic Adaptador USB-C Macho a Jack 3.5mm Hembra 2.5cm,24.1,Metronic,Conectividad,No
Metronic Cable HDMI 1080p Ethernet Macho/Macho 1.5m,64.56,Metronic,Conectividad,No
Metronic Adaptador DisplayPort-HDMI Macho/Hembra,64.56,Metronic,Conectividad,No
Metronic Convertidor Mini DisplayPort a HDMI 1080p,40.22,Metronic,Conectividad,No
Metronic Conmutador 5 Puertos HDMI 4K con Mando a Distancia,100.84,Metronic,Conectividad,No
Metronic Transmisor Inalámbrico Audio-Video,242.8,Metronic,Conectividad,No
Metronic Repetidor WiFi 300Mbps,101.05,Metronic,Conectividad,Sí
Metronic Transmisor Inalámbrico Audio-Video 1080p,809.8,Metronic,Conectividad,No
Minix NEO-C-PLSI Hub Adaptador Multipuerto,242.96,Minix,Conectividad,No
Minix NEO Storage Plus USB-C Centro de Almacenamiento SSD Multipuerto,562.95,Minix,Conectividad,No
MINIX Neo C-D Pro Adaptador Multipuerto USB-C para Apple MacBook Air y Pro,263.21,Minix,Conectividad,No
Minix Neo-C-UHGR Adaptador USB-C a 4 Puertos USB 3.0/HDMI,129.52,Minix,Conectividad,No
Minix Neo NEO-C-HSI Adaptador USB-C a HDMI/USB 3.0/RJ-45/SD/Micro SD Plata,263.21,Minix,Conectividad,No
Minix Neo-C-UEGR Adaptador USB-C a 3 Puertos USB 3.0/RJ-45,133.57,Minix,Conectividad,No
Minix Neo Storage Pro Hub de Almacenamiento SSD Multipuerto USB-C para MacBook,481.95,Minix,Conectividad,No
Minix NEO-C-HAGR Adaptador USB-C a HDMI + 3.5mm Audio Jack,161.92,Minix,Conectividad,No
Minix Neo Storage Hub USB-C Multipuerto con 120GB SSD Gris para Apple MacBook,319.95,Minix,Conectividad,No
Minix NEO-C-HD Adaptador USB-C a HDMI 4K,121.42,Minix,Conectividad,No
Minix Neo Storage Hub USB-C Multipuerto con 240GB SSD Gris para Apple MacBook,400.95,Minix,Conectividad,No
Mooov Adaptador MicroUSB a Lightning,36.21,Mooov,Conectividad,No
Nanocable Conversor USB-C a VGA/DVI/HDMI USB-C/M-VGA/H-DVI/H-HDMI/H Negro 10 cm,123.77,Nanocable,Conectividad,No
Caja de Conexiones Multimedia de Pared VGA/HDMI/Jack3.5/RCA/USB/RJ-45,124.9,Nanocable,Conectividad,No
Nanocable Conversor USB 3.0 a Ethernet Gigabit + 3xUSB 3.0 15cm,72.82,Nanocable,Conectividad,No
Nanocable Adaptador Ethernet USB-C,79.74,Nanocable,Conectividad,No
Nanocable Conversor USB 3.0 a Ethernet Gigabit 15cm,45.44,Nanocable,Conectividad,No
Nanocable Conversor PS/2 a USB Hembra/Macho,15.19,Nanocable,Conectividad,No
Nanocable Adaptador VGA DB15 a DVI 24+5,6.68,Nanocable,Conectividad,No
Nanocable Conversor USB-C a VGA USB-C/M-VGA/H Aluminio 10 cm,87.36,Nanocable,Conectividad,No
Conversor DisplayPort a VGA/DVI/HDMI,63.75,Nanocable,Conectividad,No
Nanocable Adaptador USB-C a 4x USB 3.0. USB-C/M-USB 3.0/H Negro 10 cm,68.81,Nanocable,Conectividad,No
Nanocable Conversor 3 en 1 USB-C a HDMI/USB 3.0/USB-C 15cm,109.35,Nanocable,Conectividad,No
Nanocable Conversor USB-C a Ethernet Gigabit + 3xUSB 3.0 15cm,77.96,Nanocable,Conectividad,No
Nanocable Conversor SVGA A HDMI con Alimentación,110.97,Nanocable,Conectividad,No
Nanocable Splitter HDMI 1x2 con Alimentación + Cable HDMI 50cm,131.22,Nanocable,Conectividad,No
Natec Locust Hub 4 Puertos USB 2.0 Negro,20.21,Natec,Conectividad,No
NGS IHUB7 Hub 7 Puertos USB 2.0,56.66,Ngs,Conectividad,No
NGS IHUB4 Hub 4 Puertos USB 2.0,29.36,Ngs,Conectividad,No
NZXT Hub Interno USB 2.0,80.96,Nzxt,Conectividad,No
Adaptador HDMI a AV,75.9,Oem,Conectividad,No
Adaptador USB 3.0 a VGA,85.05,Oem,Conectividad,No
Adaptador para Cable de Alimentación IEC-320-C8 a IEC-320-C7 Angulado 90/270º,28.15,Oem,Conectividad,No
Adaptador HDMI Macho/Hembra Acodado,11.14,Oem,Conectividad,No
Adaptador PCI-E 1X a PCI-E 16X,36.45,Oem,Conectividad,No
Adaptador USB 3.0 a RJ45 Gigabit Ethernet,80.96,Oem,Conectividad,No
Adaptador RJ9 Macho a Jack 3.5 mm,11.95,Oem,Conectividad,No
Switch HDMI 3X con Mando a Distancia,54.59,Oem,Conectividad,No
Convertidor de Audio Digital a Analógico,63.79,Oem,Conectividad,No
Adaptador USB a Ethernet RJ45,43.54,Oem,Conectividad,No
Splitter HDMI 8X Puertos,210.56,Oem,Conectividad,No
Adaptador de Micro USB a USB-C,16.0,Oem,Conectividad,No
Switch 3x HDMI Negro,41.51,Oem,Conectividad,No
HUB Cableado 4xUSB,27.34,Oem,Conectividad,No
Adaptador de Viaje Universal,25.27,Oem,Conectividad,No
Adaptador USB-C a USB 3.0 + HDMI + USB-C,117.37,Oem,Conectividad,No
Adaptador HDMI Tipo A Hembra / DVI-D 24+1 Macho,17.21,Oem,Conectividad,No
Switch Video 2xVGA,45.56,Oem,Conectividad,No
Owlotech Adaptador Tipo-C a HDMI USB 3.0 Tipo-C,65.81,Owlotech,Conectividad,No
Owlotech Adaptador Micro USB a USB Tipo-C,5.06,Owlotech,Conectividad,No
Adaptador DVI 24+5 Macho a VGA HD15 Hembra,27.78,Pccablenet,Conectividad,No
Nanocable Conversor DisplayPort a sVGA Negro 15 cm,36.37,Pccablenet,Conectividad,No
Adaptador Audio Jack 6.35 Hembra a Minijack 3.5 Macho,5.22,Pccablenet,Conectividad,No
Adaptador Audio Jack 3.5 Macho a 2xRCA Hembra,3.97,Pccablenet,Conectividad,No
Adaptador PS2 A USB (usba-m A Minidin6-h),11.14,Pccablenet,Conectividad,No
Duplicador Audio Minijack 3.5 (1xMacho/2xHembras),3.04,Pccablenet,Conectividad,No
Adaptador Audio Minijack 3.5 Hembra a Jack 6.35 Macho,5.06,Pccablenet,Conectividad,No
Mini Adaptador SVGA Macho/Hembra,30.13,Pccablenet,Conectividad,No
Adaptador DVI a VGA (DVI-I-Macho/HD15-Hembra)s,26.69,Pccablenet,Conectividad,No
Adaptador Audio Jack 3.5 Hembra/Hembra,7.09,Pccablenet,Conectividad,No
Adaptador USB A PS2 (miniDIN6-M A USB-H),11.95,Pccablenet,Conectividad,No
Qnap Adaptador de USB 3.0 a 5GbE,364.46,Qnap,Conectividad,No
Quick Media Adaptador USB Tipo C a USB 3.0,84.73,Quick Media,Conectividad,No
Quick Media Adaptador con Función de Carga 5 en 1 USB Tipo C a 2xUSB 3.1/USB-C/SDHC/Micro SDHC,180.18,Quick Media,Conectividad,No
Quick Media Hub 4x USB 2.0 Plata,173.54,Quick Media,Conectividad,No
Quick Media Hub 4 Puertos USB 3.0,68.81,Quick Media,Conectividad,No
Quick Media Hub 4x USB 3.0 Plata,80.96,Quick Media,Conectividad,No
Quick Media Hub USB Tipo C a 2xUSB 3.0/USB/USB-C Plata,101.21,Quick Media,Conectividad,No
Samsung Adaptador Micro USB a USB Tipo-C,36.25,Samsung,Conectividad,No
Satechi Adaptador USB 3.0 Tipo C a USB 3.0 Hembra Gris,60.3,Satechi,Conectividad,No
SilverStone EP06 Adaptador VGA/USB 3.1,101.25,Silverstone,Conectividad,No
Silvertstone EP08 Hub USB Tipo C,153.86,Silverstone,Conectividad,No
SilverStone ECM20 Adaptador PCIe a M.2,93.11,Silverstone,Conectividad,No
SilverStone ECM21 Adaptador M.2 a PCIe x4,69.86,Silverstone,Conectividad,No
Silverstone ECU05 Tarjeta de Expansión PCIe 2.0 USB 3.0/USB 3.1 Tipo-C,162.0,Silverstone,Conectividad,No
Silverstone EP01 Hub 4 Puertos USB 3.0,64.8,Silverstone,Conectividad,No
SilverStone EP04 Adaptador USB 3.0/Ethernet + HUB 3xUSB 3.0,97.2,Silverstone,Conectividad,No
Silverstone SST-EP03 v2.0 Hub 4 Puertos USB 3.1,133.57,Silverstone,Conectividad,No
Startech Adaptador Displayport a HDMI Pasivo,81.32,Startech,Conectividad,No
StarTech Adaptador Gráfico Externo Multi Monitor USB 3.0 a HDMI 4K,425.45,Startech,Conectividad,No
Startech Adaptador Gráfico USB-C a HDMI/DVI/VGA,230.85,Startech,Conectividad,No
Startech Docking Sation DVI a USB 3.0,700.81,Startech,Conectividad,No
Startech Tarjeta PCI Express 4 xUSB 3.1,545.21,Startech,Conectividad,No
Startech CDP2HDUACPW Adaptador USB 3.0/USB-C/HDMI a USB-C 60W Blanco,227.65,Startech,Conectividad,No
Startech PEX4SFF8639 Tarjeta PCI Express Interfaz U.2 Interno,156.94,Startech,Conectividad,No
Startech Splitter Multiplicador DisplayPort de 3 Puertos,496.85,Startech,Conectividad,No
Startech Adaptador Gráfico USB-C a DisplayPort,105.3,Startech,Conectividad,No
Startech Adaptador Tarjeta de Red NIC Externa USB 3.0 a Puerto Gigabit Ethernet,129.6,Startech,Conectividad,No
Startech Adaptador HDMI a VGA HD,131.1,Startech,Conectividad,No
StarTech Docking Station USB 3.0 para Dos Monitores 6x USB 3.0,632.41,Startech,Conectividad,No
StarTech Docking Station USB 3.0/USB 3.1/USB-C/USB-A/Thunderbolt 3,765.45,Startech,Conectividad,No
Startech Adaptador Gráfico Conversor USB 3.0 a HDMI,273.58,Startech,Conectividad,No
Startech Adaptador DisplayPort a HDMI/VGA Negro,161.55,Startech,Conectividad,No
StarTech Dockstation Thunderbolt 3 con Vídeo Dual 4K 60Hz,1794.15,Startech,Conectividad,No
Startech Adaptador Pasivo DisplayPort a HDMI 4K,102.95,Startech,Conectividad,No
Startech Adaptador PCIe a Ethernet RJ45 Gigabit,307.8,Startech,Conectividad,No
Startech Mini Hub USB 3.0 x4 Puertos Negro,118.34,Startech,Conectividad,No
Startech Hub USB-C 3x USB 3.0 con Lector de Tarjetas Gris,214.65,Startech,Conectividad,No
Startech Splitter MST USB-C a HDMI 2 Puertos,368.27,Startech,Conectividad,No
Startech Adaptador USB-C/HDMI/VGA/Ethernet/USB-A,319.34,Startech,Conectividad,No
StarTech Controlador de Vídeo Wall 2x2 4K 60Hz,3947.78,Startech,Conectividad,No
Startech Mini Estación de Conexión USB 3.0 a HDMI/VGA/Ethernet,422.46,Startech,Conectividad,No
Adaptador USB-C 3.1 a SATA,97.2,Startech,Conectividad,No
Startech Adaptador USB-C a DisplayPort Negro,153.21,Startech,Conectividad,No
Startech Cable Adaptador USB-C a HDMI UltraHD 4K 1m,125.55,Startech,Conectividad,No
Startech Adaptador Gráfico USB-C a DisplayPort 8K 30Hz Negro,133.65,Startech,Conectividad,No
StarTech Adaptador Multipuertos USB-C/HDMI/VGA/USB 3.0 Blanco Plateado,326.02,Startech,Conectividad,No
Startech HB31C2A2CB Hub 4 Puertos USB-C a 2xUSB-A/2xUSB-C 10Gbps,206.55,Startech,Conectividad,No
Startech US100A20FXSC Adaptador USB a 100BaseFX-SC Multimodo,823.89,Startech,Conectividad,No
Startech US1GC301AUW Adaptador de Red USB-C a Ethernet Blanco,170.1,Startech,Conectividad,No
StarTech Tarjeta Adaptador PCI-E USB 3.0 con UASP de 4 Puertos Sata,178.2,Startech,Conectividad,No
Startech Hub Compacto USB-C de 4x USB 3.1 Negro,178.2,Startech,Conectividad,No
Startech Cable Adaptador USB-C a DisplayPort 1.4 8K 60Hz Negro,153.86,Startech,Conectividad,No
Startech Splitter HDMI de 2 Puertos con HDR 4K de 60Hz,190.35,Startech,Conectividad,No
Startech PEX2IDE Tarjeta Adaptadora PCI Express a IDE PATA UDMA 133Mbps,133.65,Startech,Conectividad,No
Startech Adaptador USB Tipo-C a HDMI 4K 30Hz Negro,130.53,Startech,Conectividad,No
Startech Adaptador USB 3.0 a 2x DisplayPort 4K 60Hz Negro,477.9,Startech,Conectividad,No
Startech Docking Station USB 3.0 1x HDMI/2x DisplayPort Negro/Gris,889.14,Startech,Conectividad,No
Startech Adaptador de Vídeo Activo DisplayPort a DVI-D Doble Enlace,582.07,Startech,Conectividad,No
Startech US1GA30SXSC Convertidor de Medios Multimodo USB 3.0,1363.55,Startech,Conectividad,No
StarTech Adaptador Gráfico Externo USB 3.0 a 2 Puertos HDMI,359.24,Startech,Conectividad,No
Startech Adaptador Portátil USB-C a DisplayPort Negro,105.3,Startech,Conectividad,No
Startech Hub USB 3.0 USB C a 5x USB-A/2x USB-C Alimentado,370.9,Startech,Conectividad,No
Startech Divisor Splitter HDMI de 8 Puertos 4K 60Hz con Audio 7.1,639.9,Startech,Conectividad,No
StarTech Adaptador Vídeo Multipuertos USB-C HDMI o MiniDisplayPort 4K,170.1,Startech,Conectividad,No
StarTech Adaptador de Vídeo Multipuertos USB-C HDMI o DisplayPort 4K,166.01,Startech,Conectividad,No
StarTech Docking Station USB Tipo C/HDMI/VGA/GbE con Lector de Tarjetas SD,498.11,Startech,Conectividad,No
Startech Adaptador Thunderbolt 3 a 2x HDMI 4k 60fps,486.0,Startech,Conectividad,No
Startech Adaptador USB-C a DisplayPort 8K 30Hz Negro,121.5,Startech,Conectividad,No
Startech Adaptador Gráfico USB-C a VGA/HDMI Gris Espacial,209.51,Startech,Conectividad,No
Startech Dock USB-C para Triple Pantalla 4K con 5 Puertos USB 3.0 PD de 100W,1330.75,Startech,Conectividad,No
StarTech PEX1394B3LP Tarjeta PCI Express 3x FireWire,314.97,Startech,Conectividad,No
Startech Hub USB-C de 3x USB-A/1x USB-C Gris,161.8,Startech,Conectividad,No
Startech Adaptador Video Externo USB a VGA,233.69,Startech,Conectividad,No
StarTech Docking Station USB-C 2x HDMI con Alimentación 60W,878.0,Startech,Conectividad,No
Startech Tarjeta PCI Express SATA 2 Puertos,145.8,Startech,Conectividad,No
StarTech Adaptador Multipuertos con HDMI/Lector SD/USB/USB-C/PD 3.0,341.5,Startech,Conectividad,No
Startech US1GC30SFP Adaptador USB-C a SFP Abierto,1149.79,Startech,Conectividad,No
StarTech Adaptador Vídeo USB a VGA Múltiples Monitores,170.1,Startech,Conectividad,No
StarTech Adaptador USB-C a Ethernet Gigabit Negro,144.3,Startech,Conectividad,No
Startech Adaptador DisplayPort a HDMI o VGA hasta 1920x1200 o 1080p,127.82,Startech,Conectividad,No
Startech HB31C2A1CGB Hub USB-C a RJ-45/2x USB-A/1x USB-C 10Gbps,174.11,Startech,Conectividad,No
Startech Adaptador USB-C a HDMI 4K Negro,117.45,Startech,Conectividad,No
Startech Adaptador USB 3.0 a SATA III,59.74,Startech,Conectividad,No
Startech Switch Conmutador HDMI de 2 Puertos 4K 60Hz,206.55,Startech,Conectividad,No
Startech ST53004U1C Hub 4 Puertos USB 3.0,207.24,Startech,Conectividad,No
Startech Adaptador Portátil USB-C a HDMI Negro,101.25,Startech,Conectividad,No
Startech Hub USB 3.0 x4 Puertos,109.35,Startech,Conectividad,No
Startech Adaptador Conversor Mini DisplayPort a HDMI UltraHD 4K,129.6,Startech,Conectividad,No
Startech Dock Station 2x Thunderbolt 3 4K con 3x USB 3.0 Negro,1310.01,Startech,Conectividad,No
Startech Mini Dock Thunderbolt 3 para Doble Pantalla de 4K con DisplayPort,579.15,Startech,Conectividad,No
